コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分
3536,アクサスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3537,昭栄薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3540,歯愛メディカル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3547,串カツ田中ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3551,ダイニック,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3553,共和レザー,スタンダード（内国株式）,3200,化学,4,素材・化学 
3560,ほぼ日,スタンダード（内国株式）,6100,小売業,14,小売 
3562,Ｎｏ．１,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3571,ソトー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3577,東海染工,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3578,倉庫精練,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3583,オーベクス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3597,自重堂,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3598,山喜,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3600,フジックス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3604,川本産業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3607,クラウディアホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3634,ソケッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3639,ボルテージ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3640,電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3641,パピレス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3647,ジー・スリーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3648,ＡＧＳ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3663,アートスパークホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3667,ｅｎｉｓｈ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3670,協立情報通信,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3672,オルトプラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3686,ディー・エル・イー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3710,ジョルダン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3712,情報企画,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3719,ジェクシード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3726,フォーシーズＨＤ,スタンダード（内国株式）,6100,小売業,14,小売 
3733,ソフトウェア・サービス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3744,サイオス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3747,インタートレード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3750,ＦＲＡＣＴＡＬＥ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3753,フライトホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3758,アエリア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3760,ケイブ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3766,システムズ・デザイン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3768,リスクモンスター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3770,ザッパラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3772,ウェルス・マネジメント,スタンダード（内国株式）,8050,不動産業,17,不動産 
3776,ブロードバンドタワー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3784,ヴィンクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3787,テクノマセマティカル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3791,ＩＧポート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3796,いい生活,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3798,ＵＬＳグループ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3799,キーウェアソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3800,ユニリタ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3802,エコミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3804,システム　ディ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3810,サイバーステップ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3816,大和コンピューター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3825,リミックスポイント,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3826,システムインテグレータ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3840,パス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3841,ジーダット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3845,アイフリークモバイル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3847,パシフィックシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3848,データ・アプリケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3851,日本一ソフトウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3852,サイバーコム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,3650,電気機器,9,電機・精密 
3857,ラック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3858,ユビキタスＡＩコーポレーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3878,巴川製紙所,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3891,ニッポン高度紙工業,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3892,岡山製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3895,ハビックス,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3896,阿波製紙,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3909,ショーケース,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3910,エムケイシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3919,パイプドＨＤ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3920,アイビーシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3933,チエル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3943,大石産業,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3944,古林紙工,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3945,スーパーバッグ,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3947,ダイナパック,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3948,光ビジネスフォーム,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3951,朝日印刷,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3953,大村紙業,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3954,昭和パックス,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3955,イムラ封筒,スタンダード（内国株式）,3150,パルプ・紙,4,素材・化学 
3965,キャピタル・アセット・プランニング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3969,エイトレッド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3974,ティビィシィ・スキヤツト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3988,ＳＹＳホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
3997,トレードワークス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4016,ＭＩＴホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4026,神島化学工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
4031,片倉コープアグリ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4059,まぐまぐ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4080,田中化学研究所,スタンダード（内国株式）,3200,化学,4,素材・化学 
4094,日本化学産業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4102,丸尾カルシウム,スタンダード（内国株式）,3200,化学,4,素材・化学 
4107,伊勢化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4113,田岡化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4119,日本ピグメント,スタンダード（内国株式）,3200,化学,4,素材・化学 
4120,スガイ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4124,大阪油化工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4125,三和油化工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4171,グローバルインフォメーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4172,東和ハイシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4174,アピリッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4193,ファブリカコミュニケーションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4196,ネオマーケティング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4198,テンダ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4200,ＨＣＳホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4222,児玉化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4224,ロンシール工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4231,タイガースポリマー,スタンダード（内国株式）,3200,化学,4,素材・化学 
4234,サンエー化研,スタンダード（内国株式）,3200,化学,4,素材・化学 
4235,ウルトラファブリックス・ホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学 
4237,フジプレアム,スタンダード（内国株式）,3200,化学,4,素材・化学 
4238,ミライアル,スタンダード（内国株式）,3200,化学,4,素材・化学 
4241,アテクト,スタンダード（内国株式）,3200,化学,4,素材・化学 
4242,タカギセイコー,スタンダード（内国株式）,3200,化学,4,素材・化学 
4243,ニックス,スタンダード（内国株式）,3200,化学,4,素材・化学 
4247,ポバール興業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4274,細谷火工,スタンダード（内国株式）,3200,化学,4,素材・化学 
4287,ジャストプランニング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4288,アズジェント,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4293,セプテーニ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4304,Ｅストアー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4312,サイバネットシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4317,レイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4319,ＴＡＣ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4327,日本エス・エイチ・エル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4334,ユークス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4335,アイ・ピー・エス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4341,西菱電機,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4347,ブロードメディア,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4351,山田債権回収管理総合事務所,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
4355,ロングライフホールディング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4356,応用技術,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4360,マナック・ケミカル・パートナーズ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4361,川口化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4365,松本油脂製薬,スタンダード（内国株式）,3200,化学,4,素材・化学 
4366,ダイトーケミックス,スタンダード（内国株式）,3200,化学,4,素材・化学 
4367,広栄化学,スタンダード（内国株式）,3200,化学,4,素材・化学 
4386,ＳＩＧグループ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4398,ブロードバンドセキュリティ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4404,ミヨシ油脂,スタンダード（内国株式）,3050,食料品,1,食品 
4406,新日本理化,スタンダード（内国株式）,3200,化学,4,素材・化学 
4409,東邦化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4421,ディ・アイ・システム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4430,東海ソフト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4440,ヴィッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4464,ソフト９９コーポレーション,スタンダード（内国株式）,3200,化学,4,素材・化学 
4491,コンピューターマネージメント,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4492,ゼネテック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4494,バリオセキュア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4499,Ｓｐｅｅｅ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4512,わかもと製薬,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4524,森下仁丹,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4531,有機合成薬品工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4556,カイノス,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4558,中京医薬品,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4581,大正製薬ホールディングス,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4595,ミズホメディー,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4615,神東塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 
4616,川上塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 
4621,ロックペイント,スタンダード（内国株式）,3200,化学,4,素材・化学 
4623,アサヒペン,スタンダード（内国株式）,3200,化学,4,素材・化学 
4624,イサム塗料,スタンダード（内国株式）,3200,化学,4,素材・化学 
4625,アトミクス,スタンダード（内国株式）,3200,化学,4,素材・化学 
4627,ナトコ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4628,エスケー化研,スタンダード（内国株式）,3200,化学,4,素材・化学 
4629,大伸化学,スタンダード（内国株式）,3200,化学,4,素材・化学 
4635,東京インキ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4642,オリジナル設計,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4644,イマジニア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4645,市進ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4650,ＳＤエンターテイメント,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4657,環境管理センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4659,エイジス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4664,アール・エス・シー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4667,アイサンテクノロジー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4673,川崎地質,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4678,秀英予備校,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4679,田谷,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4685,菱友システムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4690,日本パレットプール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4691,ワシントンホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4705,クリップコーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4707,キタック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4712,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4716,日本オラクル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4720,城南進学研究社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4728,トーセ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4735,京進,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4736,日本ラッド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4746,東計電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4748,構造計画研究所,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4750,ダイサン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4752,昭和システムエンジニアリング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4754,トスネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4760,アルファ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4761,さくらケーシーエス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4762,エックスネット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4766,ピーエイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4769,ＩＣ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4770,図研エルミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4771,エフアンドエム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4777,ガーラ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4781,日本ハウズイング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4783,日本コンピュータ・ダイナミクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4784,ＧＭＯアドパートナーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4800,オリコン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4814,ネクストウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4816,東映アニメーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4829,日本エンタープライズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4832,ＪＦＥシステムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4837,シダックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
4838,スペースシャワーネットワーク,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
4885,室町ケミカル,スタンダード（内国株式）,3250,医薬品,5,医薬品 
4918,アイビー化粧品,スタンダード（内国株式）,3200,化学,4,素材・化学 
4920,日本色材工業研究所,スタンダード（内国株式）,3200,化学,4,素材・化学 
4925,ハーバー研究所,スタンダード（内国株式）,3200,化学,4,素材・化学 
4926,シーボン,スタンダード（内国株式）,3200,化学,4,素材・化学 
4930,グラフィコ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4932,アルマード,スタンダード（内国株式）,3200,化学,4,素材・化学 
4935,リベルタ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4957,ヤスハラケミカル,スタンダード（内国株式）,3200,化学,4,素材・化学 
4960,ケミプロ化成,スタンダード（内国株式）,3200,化学,4,素材・化学 
4966,上村工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4970,東洋合成工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4972,綜研化学,スタンダード（内国株式）,3200,化学,4,素材・化学 
4976,東洋ドライルーブ,スタンダード（内国株式）,3200,化学,4,素材・化学 
4987,寺岡製作所,スタンダード（内国株式）,3200,化学,4,素材・化学 
4990,昭和化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4992,北興化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
4994,大成ラミック,スタンダード（内国株式）,3200,化学,4,素材・化学 
4998,フマキラー,スタンダード（内国株式）,3200,化学,4,素材・化学 
4999,セメダイン,スタンダード（内国株式）,3200,化学,4,素材・化学 
5008,東亜石油,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 
5009,富士興産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
5010,日本精蝋,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 
5013,ユシロ化学工業,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 
5015,ビーピー・カストロール,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源 
5071,ヴィス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
5078,セレコーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材 
5079,ノバック,スタンダード（内国株式）,2050,建設業,3,建設・資材 
5103,昭和ホールディングス,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5104,日東化工,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5161,西川ゴム工業,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5162,朝日ラバー,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5184,ニチリン,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5187,クリエートメディック,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
5189,櫻護謨,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5194,相模ゴム工業,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5199,不二ラテックス,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機 
5204,石塚硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5210,日本山村硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5212,不二硝子,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5216,倉元製作所,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5217,テクノクオーツ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5218,オハラ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5237,ノザワ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5268,旭コンクリート工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5271,トーヨーアサノ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5273,三谷セキサン,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5277,スパンクリートコーポレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5279,日本興業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5280,ヨシコン,スタンダード（内国株式）,8050,不動産業,17,不動産 
5282,ジオスター,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5283,高見澤,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
5284,ヤマウホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5285,ヤマックス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5287,イトーヨーギョー,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5290,ベルテクスコーポレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5304,ＳＥＣカーボン,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5337,ダントーホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5341,アサヒ衛陶,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5355,日本坩堝,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5363,東京窯業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5368,日本インシュレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5380,新東,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5381,Ｍｉｐｏｘ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5386,鶴弥,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5387,チヨダウーテ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5388,クニミネ工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5391,エーアンドエーマテリアル,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5395,理研コランダム,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 
5446,北越メタル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5449,大阪製鐵,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5458,高砂鐵工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5464,モリ工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5476,日本高周波鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5484,東北特殊鋼,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5542,新報国マテリアル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5603,虹技,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5609,日本鋳造,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5610,大和重工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5612,日本鋳鉄管,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5644,メタルアート,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5658,日亜鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5660,神鋼鋼線工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5695,パウダーテック,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5697,サンユウ,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5699,イボキン,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 
5721,エス・サイエンス,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
5724,アサカ理研,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
5729,日本精鉱,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
5742,エヌアイシ・オートテック,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
5753,日本伸銅,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
5781,東邦金属,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
